"기업규모별","산업분류","항목","단위","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년",
"전규모(상용근로자 10인 이상)","자동차 및 트레일러 제조업","교육훈련비용[천원]","천원","28.2","23.5","17.7","12.3","8.1","16.3",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","노동비용총액[천원]","천원","7948.6","7619.7","7097.4","6604.9","6095.6","6736.2",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","직접노동비용(계)[천원]","천원","6123.4","5765.7","5299.4","4895.4","4669.5","4937.9",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","정액 및 초과급여[천원]","천원","5014.8","4826.6","4352.6","4012.2","3853.9","3785.5",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","상여금 및 성과금[천원]","천원","1108.7","939.1","946.9","883.2","815.6","1152.4",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","간접노동비용(계)[천원]","천원","1825.2","1854.1","1798","1709.5","1426.1","1798.4",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","퇴직급여 등의 비용[천원]","천원","575.4","728.9","791.6","743.9","477.4","815.3",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","법정노동비용[천원]","천원","636.2","591.2","531.7","517.6","517.2","489.1",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","법정외 복지비용[천원]","천원","579.8","504.7","451","433.3","417.3","474.1",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","채용관련비용(모집비)[천원]","천원","5.7","3.6","2.1","1.7","1.2","1.4",
"전규모(상용근로자 10인 이상)","기타 운송장비 제조업","교육훈련비용[천원]","천원","28.1","25.7","21.6","13.1","13","18.4",
"전규모(상용근로자 10인 이상)","가구 제조업","노동비용총액[천원]","천원","4935.8","4706","4480.9","4409.4","4226.1","4097.4",
"전규모(상용근로자 10인 이상)","가구 제조업","직접노동비용(계)[천원]","천원","4018","3856.1","3661.7","3560.8","3394.2","3355.3",
"전규모(상용근로자 10인 이상)","가구 제조업","정액 및 초과급여[천원]","천원","3797.9","3642.8","3495.4","3384.2","3206.8","3109.8",
